torneo,jugadorA,jugadorB,setsA,setsB,fecha,retirado,acesA,acesB,dobleFaltasA,dobleFaltasB,porcentajePrimerSaqueA,porcentajePrimerSaqueB,porcentajePuntosGanadosConPrimerSaqueA,porcentajePuntosGanadosConPrimerSaqueB,puntosGanadosConPrimerSaqueA,puntosGanadosConPrimerSaqueB,porcentajePuntosGanadosConSegundoSaqueA,porcentajePuntosGanadosConSegundoSaqueB,puntosGanadosConSegundoSaqueA,puntosGanadosConSegundoSaqueB,porcentajeBreakPointsSalvadosA,porcentajeBreakPointsSalvadosB,breakPointsSalvadosA,breakPointsSalvadosB,porcentajeBreakPointsA,porcentajeBreakPointsB,breakPointsA,breakPointsB,velocidadMediaPrimerSaqueA,velocidadMediaPrimerSaqueB,velocidadMediaSegundoSaqueA,velocidadMediaSegundoSaqueB,porcentajePuntosGanadosAlRestoConPrimerSaqueA,porcentajePuntosGanadosAlRestoConPrimerSaqueB,puntosGanadosAlRestoConPrimerSaqueA,puntosGanadosAlRestoConPrimerSaqueB,porcentajePuntosGanadosAlRestoConSegundoSaqueA,porcentajePuntosGanadosAlRestoConSegundoSaqueB,puntosGanadosAlRestoConSegundoSaqueA,puntosGanadosAlRestoConSegundoSaqueB,winnersA,winnersB,erroresNoForzadosA,erroresNoForzadosB,porcentajePuntosGanadosRedA,porcentajePuntosGanadosRedB,puntosGanadosRedA,puntosGanadosRedB,porcentajePuntosGanadosSaqueA,porcentajePuntosGanadosSaqueB,puntosGanadosSaqueA,puntosGanadosSaqueB,porcentajePuntosGanadosRestoA,porcentajePuntosGanadosRestoB,puntosGanadosRestoA,puntosGanadosRestoB,porcentajePuntosGanadosA,porcentajePuntosGanadosB,puntosGanadosA,puntosGanadosB,puntosGanadosUltimas10BolasA,puntosGanadosUltimas10BolasB,puntosDePartidoSalvadosA,puntosDePartidoSalvadosB,porcentajeJuegosGanadosSaqueA,porcentajeJuegosGanadosSaqueB,juegosGanadosSaqueA,juegosGanadosSaqueB,porcentajeJuegosGanadosRestoA,porcentajeJuegosGanadosRestoB,juegosGanadosRestoA,juegosGanadosRestoB,porcentajeJuegosGanadosA,porcentajeJuegosGanadosB,juegosGanadosA,juegosGanadosB,cuotaA,cuotaB,cuotaA_2,cuotaB_2,dobleA,dobleB,porcentajeJuegosGanadosPrimerSaqueA,juegosGanadosPrimerSaqueA,porcentajeJuegosGanadosPrimerSaqueB,juegosGanadosPrimerSaqueB,porcentajeJuegosGanadosSegundoSaqueA,JuegosGanadosSegundoSaqueA,porcentajeJuegosGanadosSegundoSaqueB,JuegosGanadosSegundoSaqueB,BreakPointsSalvadosA,BreakPointsSalvadosB,PuntosGanadosAlRestoConPrimerSaqueA,PuntosGanadosAlRestoConPrimerSaqueB,porcentajePuntosGanadosAlRestoA,PuntosGanadosAlRestoA,porcentajePuntosGanadosAlRestoB,PuntosGanadosAlRestoB,PuntosGanadosAlRestoConSegundoSaqueA,PuntosGanadosAlRestoConSegundoSaqueB,porcentajePuntosBreakConvertidosA,PuntosBreakConvertidosA,porcentajePuntosBreakConvertidosB,PuntosBreakConvertidosB,PuntosGanadosRedA,PuntosGanadosRedB,porcentajePuntosGanadosAlSaqueA,PuntosGanadosAlSaqueA,porcentajePuntosGanadosAlSaqueB,PuntosGanadosAlSaqueB,PuntosGanadosA,PuntosGanadosB,PuntosGanadosUltimas10BolasA,PuntosGanadosUltimas10BolasB,BolasDePartidoSalvadasA,BolasDePartidoSalvadasB,porcentajeJuegosGanadosAlSaqueA,JuegosGanadosAlSaqueA,porcentajeJuegosGanadosAlSaqueB,JuegosGanadosAlSaqueB,porcentajeJuegosGanadosAlRestoA,JuegosGanadosAlRestoA,porcentajeJuegosGanadosAlRestoB,JuegosGanadosAlRestoB,JuegosGanadosA,JuegosGanadosB
French Open,WO,Rublev A.,Fils A.,-,31.05. 14:30,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57,2.38,1.57,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Open,Sinner J.,Lehecka J.,3,0,31.05. 12:55,no,3,3,,,64%,63%,,,,,,,,,100%,61%,,,,,,,200 km/h,198 km/h,159 km/h,170 km/h,57%,17%,,,53%,15%,,,31,17,9,29,63%,66%,,,,,,,,,,,67%,33%,,,,,,,,,,,,,,,86%,14%,,,1.07,9.00,1.07,9.00,0,1,83%,(29/35),43%,(22/51),85%,(17/20),47%,(14/30),(1/1),(11/18),(29/51),(6/35),56%,(45/81),16%,(9/55),(16/30),(3/20),39%,(7/18),0%,(0/1),(12/19),(19/29),84%,(46/55),44%,(36/81),(91/136),(45/136),7,3,0,0,100%,(11/11),30%,(3/10),70%,(7/10),0%,(0/11),(18/21),(3/21)
French Open,Griekspoor T.,Quinn E.,3,2,31.05. 11:15,no,7,8,,,72%,66%,,,,,,,,,71%,68%,,,,,,,196 km/h,191 km/h,169 km/h,162 km/h,35%,21%,,,46%,51%,,,36,55,37,58,84%,67%,,,,,,,,,,,54%,46%,,,,,,,,,,,,,,,61%,39%,,,1.17,5.00,1.17,5.00,4,8,79%,(79/100),65%,(66/101),49%,(19/39),54%,(28/52),(5/7),(13/19),(35/101),(21/100),39%,(59/153),29%,(41/139),(24/52),(20/39),32%,(6/19),29%,(2/7),(27/32),(30/45),71%,(98/139),61%,(94/153),(157/292),(135/292),5,5,0,1,92%,(22/24),73%,(16/22),27%,(6/22),8%,(2/24),(28/46),(18/46)
French Open,Dzumhur D.,Alcaraz C.,1,3,30.05. 20:30,no,0,4,,,59%,70%,,,,,,,,,67%,75%,,,,,,,170 km/h,185 km/h,153 km/h,160 km/h,36%,45%,,,44%,48%,,,34,52,38,44,57%,59%,,,,,,,,,,,46%,54%,,,,,,,,,,,,,,,39%,61%,,,34.00,1.01,34.00,1.01,6,5,55%,(41/74),64%,(59/92),52%,(27/52),56%,(22/39),(14/21),(9/12),(33/92),(33/74),38%,(50/131),46%,(58/126),(17/39),(25/52),25%,(3/12),33%,(7/21),(24/42),(26/44),54%,(68/126),62%,(81/131),(118/257),(139/257),5,5,1,0,61%,(11/18),83%,(15/18),17%,(3/18),39%,(7/18),(14/36),(22/36)
French Open,Tiafoe F.,Korda S.,3,0,30.05. 19:00,no,9,11,,,52%,53%,,,,,,,,,100%,33%,,,,,,,200 km/h,197 km/h,154 km/h,162 km/h,26%,23%,,,46%,27%,,,36,28,26,39,89%,61%,,,,,,,,,,,55%,45%,,,,,,,,,,,,,,,58%,42%,,,2.00,1.80,2.00,1.80,5,5,77%,(40/52),74%,(42/57),73%,(35/48),54%,(27/50),(2/2),(1/3),(15/57),(12/52),36%,(38/107),25%,(25/100),(23/50),(13/48),67%,(2/3),0%,(0/2),(16/18),(11/18),75%,(75/100),64%,(69/107),(113/207),(94/207),5,5,0,0,100%,(16/16),87%,(13/15),13%,(2/15),0%,(0/16),(18/31),(13/31)
French Open,Shelton B.,Gigante M.,3,0,30.05. 17:30,no,10,4,,,57%,58%,,,,,,,,,75%,58%,,,,,,,198 km/h,192 km/h,177 km/h,158 km/h,36%,21%,,,55%,43%,,,35,23,29,29,61%,44%,,,,,,,,,,,55%,45%,,,,,,,,,,,,,,,64%,36%,,,1.53,2.50,1.53,2.50,7,2,79%,(37/47),64%,(38/59),57%,(20/35),45%,(19/42),(3/4),(7/12),(21/59),(10/47),45%,(46/103),31%,(25/80),(23/42),(15/35),42%,(5/12),25%,(1/4),(20/33),(7/16),69%,(55/80),55%,(57/103),(101/183),(82/183),7,3,0,2,93%,(13/14),64%,(9/14),36%,(5/14),7%,(1/14),(18/28),(10/28)
French Open,Medjedovic H.,Altmaier D.,1,3,30.05. 16:45,no,4,18,,,56%,62%,,,,,,,,,67%,50%,,,,,,,184 km/h,180 km/h,156 km/h,147 km/h,23%,38%,,,40%,59%,,,39,50,55,25,70%,68%,,,,,,,,,,,43%,57%,,,,,,,,,,,,,,,39%,61%,,,1.53,2.50,1.53,2.50,6,4,63%,(45/72),77%,(49/64),41%,(23/56),60%,(24/40),(12/18),(2/4),(15/64),(27/72),29%,(31/106),46%,(58/126),(16/40),(33/56),50%,(2/4),33%,(6/18),(7/10),(13/19),54%,(68/126),71%,(75/106),(99/232),(133/232),5,5,5,0,67%,(12/18),89%,(16/18),11%,(2/18),33%,(6/18),(14/36),(22/36)
French Open,Halys Q.,Rune H.,2,3,30.05. 13:50,no,13,8,,,57%,73%,,,,,,,,,36%,64%,,,,,,,193 km/h,185 km/h,160 km/h,150 km/h,21%,23%,,,57%,58%,,,55,66,38,31,58%,72%,,,,,,,,,,,47%,53%,,,,,,,,,,,,,,,44%,56%,,,5.00,1.17,5.00,1.17,10,0,77%,(62/81),79%,(78/99),42%,(26/62),43%,(16/37),(4/11),(7/11),(21/99),(19/81),31%,(42/136),38%,(55/143),(21/37),(36/62),36%,(4/11),64%,(7/11),(22/38),(23/32),62%,(88/143),69%,(94/136),(130/279),(149/279),2,8,0,0,72%,(18/25),84%,(21/25),16%,(4/25),28%,(7/25),(22/50),(28/50)
French Open,Borges N.,Popyrin A.,0,3,30.05. 13:25,no,5,13,,,76%,64%,,,,,,,,,73%,71%,,,,,,,186 km/h,193 km/h,152 km/h,157 km/h,20%,30%,,,48%,59%,,,33,51,36,36,67%,76%,,,,,,,,,,,47%,53%,,,,,,,,,,,,,,,47%,53%,,,2.10,1.73,2.10,1.73,4,1,70%,(71/102),80%,(61/76),41%,(13/32),52%,(22/42),(8/11),(5/7),(15/76),(31/102),30%,(35/118),37%,(50/134),(20/42),(19/32),29%,(2/7),27%,(3/11),(18/27),(26/34),63%,(84/134),70%,(83/118),(119/252),(133/252),5,5,5,0,82%,(14/17),88%,(15/17),12%,(2/17),18%,(3/17),(16/34),(18/34)
French Open,Khachanov K.,Paul T.,2,3,30.05. 12:55,no,5,8,,,63%,63%,,,,,,,,,50%,60%,,,,,,,188 km/h,186 km/h,152 km/h,149 km/h,31%,37%,,,58%,46%,,,50,55,53,55,71%,65%,,,,,,,,,,,51%,49%,,,,,,,,,,,,,,,50%,50%,,,1.73,2.10,1.73,2.10,3,4,63%,(66/104),69%,(69/100),54%,(33/61),42%,(25/59),(6/12),(9/15),(31/100),(38/104),41%,(65/159),40%,(66/165),(34/59),(28/61),40%,(6/15),50%,(6/12),(22/31),(36/55),60%,(99/165),59%,(94/159),(164/324),(160/324),6,4,0,0,75%,(18/24),75%,(18/24),25%,(6/24),25%,(6/24),(24/48),(24/48)
French Open,Musetti L.,Navone M.,3,1,30.05. 11:10,no,3,1,,,65%,74%,,,,,,,,,44%,58%,,,,,,,186 km/h,171 km/h,151 km/h,146 km/h,48%,31%,,,50%,55%,,,43,31,51,49,61%,63%,,,,,,,,,,,54%,46%,,,,,,,,,,,,,,,59%,41%,,,1.10,7.00,1.10,7.00,4,2,69%,(52/75),52%,(51/98),45%,(18/40),50%,(17/34),(4/9),(11/19),(47/98),(23/75),48%,(64/132),39%,(45/115),(17/34),(22/40),42%,(8/19),56%,(5/9),(14/23),(24/38),61%,(70/115),52%,(68/132),(134/247),(113/247),5,5,0,0,74%,(14/19),56%,(10/18),44%,(8/18),26%,(5/19),(22/37),(15/37)
French Open,Monfils G.,Draper J.,1,3,29.05. 20:35,no,8,5,,,58%,65%,,,,,,,,,68%,60%,,,,,,,195 km/h,193 km/h,161 km/h,155 km/h,28%,33%,,,41%,63%,,,45,59,46,33,54%,61%,,,,,,,,,,,45%,55%,,,,,,,,,,,,,,,43%,58%,,,6.00,1.13,6.00,1.13,7,4,67%,(59/88),72%,(54/75),37%,(24/65),59%,(24/41),(15/22),(6/10),(21/75),(29/88),33%,(38/116),46%,(70/153),(17/41),(41/65),40%,(4/10),32%,(7/22),(22/41),(17/28),54%,(83/153),67%,(78/116),(121/269),(148/269),3,7,0,0,65%,(13/20),80%,(16/20),20%,(4/20),35%,(7/20),(17/40),(23/40)
French Open,Fearnley J.,Humbert U.,1,0,29.05. 19:00,no,3,3,,,56%,61%,,,,,,,,,60%,67%,,,,,,,199 km/h,190 km/h,169 km/h,159 km/h,43%,29%,,,57%,45%,,,24,11,27,29,90%,20%,,,,,,,,,,,54%,46%,,,,,,,,,,,,,,,59%,41%,,,2.10,1.73,2.10,1.73,5,5,71%,(20/28),57%,(27/47),55%,(12/22),43%,(13/30),(3/5),(8/12),(20/47),(8/28),48%,(37/77),36%,(18/50),(17/30),(10/22),33%,(4/12),40%,(2/5),(9/10),(2/10),64%,(32/50),52%,(40/77),(69/127),(58/127),7,3,0,0,75%,(6/8),56%,(5/9),44%,(4/9),25%,(2/8),(10/17),(7/17)
French Open,Shapovalov D.,Misolic F.,2,3,29.05. 18:20,no,6,9,,,61%,63%,,,,,,,,,67%,63%,,,,,,,187 km/h,181 km/h,156 km/h,153 km/h,26%,32%,,,49%,49%,,,53,56,66,48,61%,47%,,,,,,,,,,,48%,52%,,,,,,,,,,,,,,,51%,49%,,,1.57,2.38,1.57,2.38,8,6,68%,(75/111),74%,(79/107),51%,(36/71),51%,(32/63),(10/15),(10/16),(28/107),(36/111),35%,(59/170),39%,(71/182),(31/63),(35/71),38%,(6/16),33%,(5/15),(35/57),(18/38),61%,(111/182),65%,(111/170),(170/352),(182/352),4,6,1,0,81%,(21/26),78%,(21/27),22%,(6/27),19%,(5/26),(27/53),(26/53)
French Open,Moutet C.,Djokovic N.,0,3,29.05. 17:35,no,4,5,,,64%,65%,,,,,,,,,64%,60%,,,,,,,178 km/h,193 km/h,146 km/h,149 km/h,27%,40%,,,51%,63%,,,29,44,33,33,41%,78%,,,,,,,,,,,44%,56%,,,,,,,,,,,,,,,38%,62%,,,9.00,1.07,9.00,1.07,3,2,60%,(41/68),73%,(51/70),37%,(14/38),49%,(18/37),(9/14),(3/5),(19/70),(27/68),36%,(38/107),48%,(51/106),(19/37),(24/38),40%,(2/5),36%,(5/14),(9/22),(54/69),52%,(55/106),64%,(69/107),(93/213),(120/213),1,9,0,0,64%,(9/14),87%,(13/15),13%,(2/15),36%,(5/14),(11/29),(18/29)
French Open,Shevchenko A.,Quinn E.,2,3,29.05. 16:05,no,11,14,,,64%,55%,,,,,,,,,62%,75%,,,,,,,,,,,27%,26%,,,45%,53%,,,43,92,41,82,41%,73%,,,,,,,,,,,49%,51%,,,,,,,,,,,,,,,48%,52%,,,1.73,2.10,1.73,2.10,2,6,74%,(85/115),73%,(78/107),47%,(30/64),55%,(48/88),(8/13),(12/16),(29/107),(30/115),35%,(69/195),36%,(64/179),(40/88),(34/64),25%,(4/16),38%,(5/13),(14/34),(45/62),64%,(115/179),65%,(126/195),(184/374),(190/374),1,9,0,0,82%,(23/28),86%,(24/28),14%,(4/28),18%,(5/28),(27/56),(29/56)
French Open,Norrie C.,Gomez F. A.,3,0,29.05. 16:00,no,4,3,,,78%,66%,,,,,,,,,90%,57%,,,,,,,186 km/h,188 km/h,142 km/h,164 km/h,45%,29%,,,54%,52%,,,22,39,22,56,71%,64%,,,,,,,,,,,57%,43%,,,,,,,,,,,,,,,67%,33%,,,1.13,6.00,1.13,6.00,2,8,71%,(52/73),55%,(38/69),48%,(10/21),46%,(16/35),(9/10),(8/14),(31/69),(21/73),48%,(50/104),34%,(32/94),(19/35),(11/21),43%,(6/14),10%,(1/10),(12/17),(14/22),66%,(62/94),52%,(54/104),(112/198),(86/198),8,2,0,1,92%,(12/13),57%,(8/14),43%,(6/14),8%,(1/13),(18/27),(9/27)
French Open,Fonseca J.,Herbert P.,3,0,29.05. 15:55,no,9,12,,,65%,51%,,,,,,,,,56%,62%,,,,,,,192 km/h,196 km/h,170 km/h,169 km/h,32%,23%,,,50%,61%,,,34,49,26,43,50%,75%,,,,,,,,,,,51%,49%,,,,,,,,,,,,,,,53%,47%,,,1.03,15.00,1.03,15.00,8,10,77%,(54/70),68%,(44/65),39%,(15/38),50%,(31/62),(5/9),(8/13),(21/65),(16/70),41%,(52/127),36%,(39/108),(31/62),(23/38),38%,(5/13),44%,(4/9),(15/30),(27/36),64%,(69/108),59%,(75/127),(121/235),(114/235),6,4,0,0,76%,(13/17),71%,(12/17),29%,(5/17),24%,(4/17),(18/34),(16/34)
French Open,Cobolli F.,Arnaldi M.,3,1,29.05. 14:55,no,1,1,,,52%,47%,,,,,,,,,44%,47%,,,,,,,177 km/h,186 km/h,147 km/h,154 km/h,33%,30%,,,64%,48%,,,32,36,36,63,62%,71%,,,,,,,,,,,56%,44%,,,,,,,,,,,,,,,65%,35%,,,1.73,2.10,1.73,2.10,1,8,70%,(45/64),67%,(38/57),52%,(30/58),36%,(23/64),(4/9),(9/19),(19/57),(19/64),50%,(60/121),39%,(47/122),(41/64),(28/58),53%,(10/19),56%,(5/9),(18/29),(17/24),61%,(75/122),50%,(61/121),(135/243),(108/243),7,3,0,2,74%,(14/19),44%,(8/18),56%,(10/18),26%,(5/19),(24/37),(13/37)
French Open,Rublev A.,Walton A.,3,0,29.05. 14:45,no,18,7,,,57%,59%,,,,,,,,,50%,79%,,,,,,,196 km/h,189 km/h,152 km/h,154 km/h,29%,16%,,,57%,40%,,,67,25,35,28,81%,60%,,,,,,,,,,,56%,44%,,,,,,,,,,,,,,,58%,42%,,,1.03,15.00,1.03,15.00,4,1,84%,(49/58),71%,(48/68),60%,(26/43),43%,(20/47),(1/2),(11/14),(20/68),(9/58),41%,(47/115),26%,(26/101),(27/47),(17/43),21%,(3/14),50%,(1/2),(13/16),(3/5),74%,(75/101),59%,(68/115),(122/216),(94/216),5,5,0,1,94%,(15/16),80%,(12/15),20%,(3/15),6%,(1/16),(18/31),(13/31)
French Open,Sinner J.,Gasquet R.,3,0,29.05. 14:20,no,3,2,,,75%,56%,,,,,,,,,100%,55%,,,,,,,184 km/h,184 km/h,149 km/h,156 km/h,33%,15%,,,61%,56%,,,27,22,20,29,73%,76%,,,,,,,,,,,59%,41%,,,,,,,,,,,,,,,72%,28%,,,1.01,34.00,1.01,34.00,0,5,85%,(46/54),67%,(30/45),44%,(8/18),39%,(14/36),(3/3),(6/11),(15/45),(8/54),46%,(37/81),25%,(18/72),(22/36),(10/18),45%,(5/11),0%,(0/3),(8/11),(16/21),75%,(54/72),54%,(44/81),(91/153),(62/153),7,3,0,0,100%,(13/13),58%,(7/12),42%,(5/12),0%,(0/13),(18/25),(7/25)
French Open,Diallo G.,Griekspoor T.,1,3,29.05. 14:15,no,12,12,,,63%,56%,,,,,,,,,45%,54%,,,,,,,,,,,31%,31%,,,49%,53%,,,51,39,47,44,73%,75%,,,,,,,,,,,49%,51%,,,,,,,,,,,,,,,50%,50%,,,2.50,1.53,2.50,1.53,6,6,69%,(50/72),69%,(51/74),47%,(20/43),51%,(30/59),(5/11),(7/13),(23/74),(22/72),39%,(52/133),39%,(45/115),(29/59),(23/43),46%,(6/13),55%,(6/11),(33/45),(21/28),61%,(70/115),61%,(81/133),(122/248),(126/248),4,6,0,0,70%,(14/20),70%,(14/20),30%,(6/20),30%,(6/20),(20/40),(20/40)
French Open,Zverev A.,De Jong J.,3,1,29.05. 12:55,no,8,4,,,77%,49%,,,,,,,,,78%,46%,,,,,,,202 km/h,189 km/h,170 km/h,154 km/h,47%,33%,,,50%,30%,,,43,34,43,45,65%,75%,,,,,,,,,,,57%,43%,,,,,,,,,,,,,,,64%,36%,,,1.04,13.00,1.04,13.00,1,3,67%,(52/78),53%,(32/60),70%,(16/23),50%,(31/62),(7/9),(6/13),(28/60),(26/78),48%,(59/122),33%,(33/101),(31/62),(7/23),54%,(7/13),22%,(2/9),(30/46),(24/32),67%,(68/101),52%,(63/122),(127/223),(96/223),8,2,0,1,88%,(14/16),59%,(10/17),41%,(7/17),13%,(2/16),(21/33),(12/33)
French Open,Rocha H.,Mensik J.,3,2,29.05. 11:15,no,7,9,,,64%,61%,,,,,,,,,50%,45%,,,,,,,187 km/h,200 km/h,153 km/h,154 km/h,33%,36%,,,44%,48%,,,38,45,47,53,69%,70%,,,,,,,,,,,49%,51%,,,,,,,,,,,,,,,49%,51%,,,11.00,1.05,11.00,1.05,6,4,64%,(54/85),67%,(50/75),52%,(25/48),56%,(27/48),(6/12),(5/11),(25/75),(31/85),37%,(46/123),41%,(54/133),(21/48),(23/48),55%,(6/11),50%,(6/12),(9/13),(28/40),59%,(79/133),63%,(77/123),(125/256),(131/256),8,2,0,0,71%,(15/21),73%,(16/22),27%,(6/22),29%,(6/21),(21/43),(22/43)
French Open,De Minaur A.,Bublik A.,2,3,29.05. 11:10,no,4,12,,,48%,61%,,,,,,,,,57%,54%,,,,,,,196 km/h,203 km/h,162 km/h,168 km/h,27%,26%,,,57%,48%,,,46,51,34,48,71%,58%,,,,,,,,,,,50%,50%,,,,,,,,,,,,,,,49%,51%,,,1.08,8.00,1.08,8.00,8,12,74%,(45/61),73%,(58/79),52%,(35/67),43%,(22/51),(8/14),(7/13),(21/79),(16/61),38%,(50/130),38%,(48/128),(29/51),(32/67),46%,(6/13),43%,(6/14),(29/41),(22/38),63%,(80/128),62%,(80/130),(130/258),(128/258),5,5,3,0,71%,(15/21),73%,(16/22),27%,(6/22),29%,(6/21),(21/43),(22/43)
French Open,Lehecka J.,Davidovich Fokina A.,3,1,29.05. 11:10,no,12,3,,,72%,74%,,,,,,,,,75%,29%,,,,,,,201 km/h,176 km/h,170 km/h,154 km/h,34%,23%,,,56%,43%,,,39,27,30,36,66%,56%,,,,,,,,,,,56%,44%,,,,,,,,,,,,,,,64%,36%,,,2.10,1.73,2.10,1.73,0,3,77%,(56/73),66%,(48/73),57%,(16/28),44%,(11/25),(3/4),(2/7),(25/73),(17/73),40%,(39/98),29%,(29/101),(14/25),(12/28),71%,(5/7),25%,(1/4),(21/32),(9/16),71%,(72/101),60%,(59/98),(111/199),(88/199),6,4,0,0,94%,(16/17),69%,(11/16),31%,(5/16),6%,(1/17),(21/33),(12/33)
French Open,Munar J.,Fils A.,2,3,29.05. 11:10,no,9,2,,,63%,60%,,,,,,,,,62%,59%,,,,,,,186 km/h,191 km/h,143 km/h,156 km/h,38%,27%,,,55%,62%,,,43,69,41,84,73%,61%,,,,,,,,,,,52%,48%,,,,,,,,,,,,,,,58%,42%,,,5.00,1.17,5.00,1.17,13,7,73%,(73/100),62%,(64/104),38%,(22/58),45%,(31/69),(8/13),(13/22),(40/104),(27/100),45%,(78/173),40%,(63/158),(38/69),(36/58),41%,(9/22),38%,(5/13),(24/33),(35/57),60%,(95/158),55%,(95/173),(173/331),(158/331),2,8,0,0,79%,(19/24),63%,(15/24),38%,(9/24),21%,(5/24),(28/48),(20/48)
French Open,Nava E.,Rune H.,0,3,28.05. 20:30,no,5,4,,,68%,66%,,,,,,,,,67%,78%,,,,,,,194 km/h,192 km/h,171 km/h,156 km/h,27%,35%,,,36%,58%,,,25,29,40,26,59%,70%,,,,,,,,,,,44%,56%,,,,,,,,,,,,,,,40%,60%,,,6.00,1.13,6.00,1.13,6,3,65%,(45/69),73%,(47/64),42%,(14/33),64%,(21/33),(8/12),(7/9),(17/64),(24/69),30%,(29/97),42%,(43/102),(12/33),(19/33),22%,(2/9),33%,(4/12),(16/27),(14/20),58%,(59/102),70%,(68/97),(88/199),(111/199),5,5,0,0,71%,(10/14),88%,(14/16),13%,(2/16),29%,(4/14),(12/30),(18/30)
French Open,Tiafoe F.,Carreno-Busta P.,3,0,28.05. 20:25,no,9,2,,,61%,61%,,,,,,,,,0%,62%,,,,,,,194 km/h,178 km/h,146 km/h,152 km/h,33%,18%,,,61%,27%,,,37,17,19,22,81%,67%,,,,,,,,,,,59%,41%,,,,,,,,,,,,,,,69%,31%,,,1.53,2.50,1.53,2.50,2,3,83%,(33/40),67%,(35/52),73%,(19/26),39%,(13/33),(0/0),(8/13),(17/52),(7/40),44%,(37/85),21%,(14/66),(20/33),(7/26),38%,(5/13),0%,(0/0),(21/26),(10/15),79%,(52/66),56%,(48/85),(89/151),(62/151),8,2,0,0,100%,(13/13),62%,(8/13),38%,(5/13),0%,(0/13),(18/26),(8/26)
French Open,WO,Shelton B.,Gaston H.,-,28.05. 20:15,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,3.20,1.36,3.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Open,Brooksby J.,Korda S.,0,3,28.05. 19:35,no,1,3,,,66%,59%,,,,,,,,,50%,67%,,,,,,,179 km/h,193 km/h,141 km/h,149 km/h,31%,47%,,,45%,60%,,,19,35,31,39,60%,68%,,,,,,,,,,,42%,58%,,,,,,,,,,,,,,,33%,67%,,,3.40,1.33,3.40,1.33,1,2,53%,(30/57),69%,(40/58),40%,(12/30),55%,(22/40),(7/14),(6/9),(18/58),(27/57),37%,(36/98),52%,(45/87),(18/40),(18/30),33%,(3/9),50%,(7/14),(6/10),(17/25),48%,(42/87),63%,(62/98),(78/185),(107/185),2,8,1,0,46%,(6/13),79%,(11/14),21%,(3/14),54%,(7/13),(9/27),(18/27)
French Open,Gigante M.,Tsitsipas S.,3,1,28.05. 16:30,no,9,4,,,60%,64%,,,,,,,,,85%,64%,,,,,,,190 km/h,195 km/h,152 km/h,163 km/h,26%,21%,,,59%,52%,,,42,31,46,49,61%,73%,,,,,,,,,,,53%,47%,,,,,,,,,,,,,,,58%,43%,,,8.00,1.08,8.00,1.08,2,6,79%,(60/76),74%,(57/77),48%,(24/50),41%,(18/44),(11/13),(9/14),(20/77),(16/76),38%,(46/121),33%,(42/126),(26/44),(26/50),36%,(5/14),15%,(2/13),(11/18),(30/41),67%,(84/126),62%,(75/121),(130/247),(117/247),7,3,0,1,90%,(18/20),75%,(15/20),25%,(5/20),10%,(2/20),(23/40),(17/40)
French Open,Fucsovics M.,Paul T.,2,3,28.05. 16:25,no,7,6,,,67%,71%,,,,,,,,,64%,55%,,,,,,,187 km/h,179 km/h,155 km/h,150 km/h,23%,27%,,,58%,51%,,,41,33,55,40,73%,69%,,,,,,,,,,,49%,51%,,,,,,,,,,,,,,,49%,51%,,,5.00,1.17,5.00,1.17,3,3,73%,(69/94),77%,(75/98),49%,(23/47),43%,(17/40),(9/14),(6/11),(23/98),(25/94),33%,(46/138),35%,(49/141),(23/40),(24/47),45%,(5/11),36%,(5/14),(33/45),(25/36),65%,(92/141),67%,(92/138),(138/279),(141/279),2,8,1,0,79%,(19/24),80%,(20/25),20%,(5/25),21%,(5/24),(24/49),(25/49)
French Open,Mpetshi Perricard G.,Dzumhur D.,1,3,28.05. 15:50,no,10,0,,,66%,75%,,,,,,,,,0%,60%,,,,,,,200 km/h,163 km/h,182 km/h,149 km/h,25%,27%,,,48%,38%,,,54,32,55,23,61%,69%,,,,,,,,,,,48%,52%,,,,,,,,,,,,,,,46%,54%,,,1.50,2.63,1.50,2.63,3,4,73%,(52/71),75%,(75/100),62%,(23/37),52%,(17/33),(0/3),(3/5),(25/100),(19/71),31%,(41/133),31%,(33/108),(16/33),(14/37),40%,(2/5),100%,(3/3),(36/59),(20/29),69%,(75/108),69%,(92/133),(116/241),(125/241),5,5,1,0,85%,(17/20),90%,(19/21),10%,(2/21),15%,(3/20),(19/41),(22/41)
